F__sref,SchType,SchName,Payam,County,State,Lat,Lon
MDD,PRI,Madhol Primary School,Malueth,Rumbek North,Lakes,7.5905383,29.635475
LTC,PRI,Aliet Primary School,Malueth,Rumbek North,Lakes,7.5201692,29.6456695
UKA,PRI,Akukar Primary School,Malueth,Rumbek North,Lakes,7.6354483,29.6469383
CHG,PRI,Makuei Primary School,Maper,Rumbek North,Lakes,7.7124,29.713449
MPF,PRI,Maper Primary School,Maper,Rumbek North,Lakes,7.697575,29.7239833
PAG,PRI,Pakam Girls Primary School,Maper,Rumbek North,Lakes,7.6853433,29.712915
AOK,PRI,Amok Primary School,Meen,Rumbek North,Lakes,7.5644642,29.6883794
AYU,PRI,Mamer Ayouk Primary School,Meen,Rumbek North,Lakes,7.4845574,29.6634432
WUA,PRI,Wundhiot Pabic Primary School,Meen,Rumbek North,Lakes,7.3514843,29.7100712
KES,PRI,Kep Ret Primary School,Meen,Rumbek North,Lakes,7.4260342,29.6643982
MRC,PRI,Amer Primary School,Meen,Rumbek North,Lakes,6.8934,29.642733
RLG,PRI,Rual-Nuer Primary School,Meen,Rumbek North,Lakes,7.5857067,29.7090117
LEN,PRI,Alenger Primary,Meen,Rumbek North,Lakes,7.4576621,29.6743874
AKG,PRI,Akoc-Dong Primary School,Meen,Rumbek North,Lakes,7.3831437,29.7283678
MEP,PRI,Meen Primary School,Meen,Rumbek North,Lakes,7.4867267,29.6628308
AYM,PRI,Anyan Yom Primary School,Meen,Rumbek North,Lakes,7.4868532,29.6629397
PYE,PRI,Payii Primary School,Wuring,Rumbek North,Lakes,7.662955,29.6939617
WZY,PRI,Wurieng Primary School,Wuring,Rumbek North,Lakes,7.6683883,29.7131167
AFO,PRI,Ror Bar Pimary School,Wuring,Rumbek North,Lakes,7.6596833,29.7255367
BAH,PRI,Bahr Gel Primary School,Bahr-gel,Wulu,Lakes,6.7037536,29.13798
YEK,PRI,Mayeke Primary School,Bahr-gel,Wulu,Lakes,6.58839,29.572155
GEE,PRI,Gordon Meen Primary School,Bahr-gel,Wulu,Lakes,6.6466933,29.6480817
MKP,PRI,Makor Primary School,Bahr-gel,Wulu,Lakes,6.5973,29.3171033
GBW,PRI,Gbawuru Primary School,Bahr-gel,Wulu,Lakes,6.6865176,29.2169245
RLA,PRI,Dourlai Primary School,Bahr-gel,Wulu,Lakes,6.552625,29.67538
GLM,PRI,Gulmar Primary School,Bahr-gel,Wulu,Lakes,6.5716867,29.488
DML,PRI,Domuloto Primary School,Domuloto,Wulu,Lakes,6.2042545,29.623019
DEZ,PRI,Dorou Primary School,Domuloto,Wulu,Lakes,6.2017871,29.6236556
DLO,PRI,Domoloto Primary School,Domuloto,Wulu,Lakes,6.2296467,29.6149567
WKC,PRI,Wako Primary School,Domuloto,Wulu,Lakes,6.1029967,29.7649367
NKM,PRI,Nukta Magot Primary School,Domuloto,Wulu,Lakes,6.2017871,29.6236556
MIE,PRI,Mattinge Primary School,Domuloto,Wulu,Lakes,6.2285933,29.6171167
DKW,PRI,Dokuru Primary School,Domuloto,Wulu,Lakes,6.3649217,29.6326567
SEP,PRI,St Joseph Primary School,Domuloto,Wulu,Lakes,6.2285174,29.6170003
DTK,PRI,Doteku Primary,Domuloto,Wulu,Lakes,6.2162583,29.6183133
BDB,PRI,Bidibadai Primary School,Makundi,Wulu,Lakes,6.5066955,29.6213575
MQH,PRI,Makundi Primary School,Makundi,Wulu,Lakes,6.5068363,29.621388
DLC,PRI,Dulo Primary School,Makundi,Wulu,Lakes,6.5009498,29.6270773
ULP,PRI,Kulu Primary School,Makundi,Wulu,Lakes,6.2227098,29.9337956
BRJ,PRI,Barbol Primary,Makundi,Wulu,Lakes,6.2979732,29.9999601
KMF,PRI,Kombi Primary School,Makundi,Wulu,Lakes,6.2759786,29.89662
MDX,PRI,Madulu Primary School,Makundi,Wulu,Lakes,6.4056285,29.7600816
SXG,ECD,St. Mary Wulu Parish Pre-School,Wulu,Wulu,Lakes,6.5075033,29.6233817
ELK,PRI,Kuel Kuach Primary School,Wulu,Wulu,Lakes,6.569183,29.630846
MCR,PRI,Morngeny Comboni Primary School,Wulu,Wulu,Lakes,6.5092717,29.6315583
WGE,PRI,Wulu Gedim,Wulu,Wulu,Lakes,6.4413973,29.6162457
LLQ,PRI,Lolbuol Primary School,Wulu,Wulu,Lakes,6.557005,29.648645
GBD,PRI,Guba Primary School,Wulu,Wulu,Lakes,6.46791,29.5492367
AYA,PRI,Ayen Paciec Primary,Wulu,Wulu,Lakes,6.5789218,29.6822755
YEN,PRI,Ayen Mayar Primary School,Wulu,Wulu,Lakes,6.439325,29.75302
MZP,PRI,Malith Primary School,Wulu,Wulu,Lakes,6.6053389,29.6652974
SPG,PRI,St Mary Primary School,Wulu,Wulu,Lakes,6.508299,29.6235101
TIS,PRI,Tonjo Primary School,Wulu,Wulu,Lakes,6.3337871,29.7284896
WUE,SEC,Wulu Senior Secondary School,Wulu,Wulu,Lakes,6.4946517,29.6216733
TSX,PRI,Thonynhom Primary,Adior,Yirol East,Lakes,6.7355767,30.6913917
ADP,PRI,Adior Primary School,Adior,Yirol East,Lakes,6.8029083,30.7032667
MMG,PRI,Mamer Girls Primary School,Adior,Yirol East,Lakes,6.748067,31.495968
YEM,PRI,Ayiem Primary School,Adior,Yirol East,Lakes,6.838935,30.7175083
MME,PRI,Mamer Boys Primary School,Adior,Yirol East,Lakes,6.746815,30.655995
BYG,PRI,Bun-Agany Primary School,Lekakedu,Yirol East,Lakes,6.6972,30.685245
YGT,PRI,Yangtikyom Primary,Lekakedu,Yirol East,Lakes,6.6852383,30.5452917
LGR,PRI,Lekakedu Girls Primary School,Lekakedu,Yirol East,Lakes,6.6103,31.341034
KJW,PRI,Kantok Primary,Lekakedu,Yirol East,Lakes,6.642115,30.5649083
LBY,PRI,Lekakedu Boys,Lekakedu,Yirol East,Lakes,6.676525,30.5838717
MVN,PRI,Majakjok Primary School,Lekakedu,Yirol East,Lakes,6.7444583,30.57192
RUP,PRI,Aruop-Nyiel Boys Primary School,Lekakedu,Yirol East,Lakes,6.7075783,30.60141
BJS,PRI,Malek Boys Primary School,Malek,Yirol East,Lakes,6.7189667,30.8001417
LNI,PRI,Langmatot Primary School,Malek,Yirol East,Lakes,6.6559083,29.473575
NOY,PRI,Panjot Primary School,Malek,Yirol East,Lakes,6.6711833,30.91176
MRL,PRI,Malek Girls Primary School,Malek,Yirol East,Lakes,6.721733,30.801634
MLK,PRI,Malek Primary School,Malek,Yirol East,Lakes,6.7023317,30.6711267
TTH,PRI,Tot Primary School,Malek,Yirol East,Lakes,6.766635,30.7301517
MDM,PRI,Mading(Thian) Primary School,Malek,Yirol East,Lakes,6.44825,31.1269433
NYZ,PRI,Nyang Boys Primary School,Nyang,Yirol East,Lakes,6.7034567,30.59693
ZZI,SEC,Nyang Secondary School,Nyang,Yirol East,Lakes,6.7021983,30.5964017
PRL,PRI,Pagarau Girls Primary School,Pagarau,Yirol East,Lakes,6.742083,30.414
TUT,PRI,Tinagau Primary School,Titagau,Yirol East,Lakes,6.5541883,30.501595
ACO,PRI,Acigor Boys Primary School,Titagau,Yirol East,Lakes,6.711725,30.500545
APV,PRI,Alel Primary School,Titagau,Yirol East,Lakes,6.7438533,30.4614033
MHY,PRI,Manhiany Primary School,Titagau,Yirol East,Lakes,6.7314564,30.6386272
AGP,PRI,Acigor Girls Primary,Titagau,Yirol East,Lakes,6.7105,30.501266
XTA,PRI,Majok-Cidhhiop Primary School,Yali,Yirol East,Lakes,6.6820233,30.506305
LQD,PRI,Wunthou Primary School,Yali,Yirol East,Lakes,6.6824517,30.42289
YLC,PRI,Yali Primary School,Yali,Yirol East,Lakes,6.5542083,30.5015567
CDI,PRI,Acholdit Primary,Yali,Yirol East,Lakes,6.646305,30.4485967
KHM,PRI,Khap Complex Primary School,Yali,Yirol East,Lakes,6.7160917,30.4483367
BAN,PRI,Abang Primary School,Abang,Yirol West,Lakes,6.656405,30.6340967
BTI,PRI,Betoi Primary School,Abang,Yirol West,Lakes,6.599435,30.651685
BTO,PRI,Botoy Primary School,Abang,Yirol West,Lakes,6.6373583,30.6888333
LUF,PRI,Lual-Ngem,Abang,Yirol West,Lakes,6.50543,30.546185
LXX,PRI,Long-Yier Primary,Abang,Yirol West,Lakes,6.558525,30.6241783
SPZ,ECD,St. Daniel Nursery School,Aluak-Luak,Yirol West,Lakes,6.4807142,30.0930109
LUA,PRI,Aluak-Luak Primary School,Aluak-Luak,Yirol West,Lakes,6.4745721,30.1025134
AJG,PRI,Aluak-Luak Girls Primary School,Aluak-Luak,Yirol West,Lakes,6.4757517,30.103785
GXC,PRI,Pinypath Primary School,Aluak-Luak,Yirol West,Lakes,6.4334,30.011433
SUG,PRI,St. Augustine Primary School,Aluak-Luak,Yirol West,Lakes,6.4811211,30.0897694
TER,PRI,Ateriu Primary School,Aluak-Luak,Yirol West,Lakes,6.4502283,30.117105
AGA,PRI,Agany Stellite Primary School,Aluak-Luak,Yirol West,Lakes,6.4712183,30.106735
WRM,PRI,Warakan Primary School,Aluak-Luak,Yirol West,Lakes,6.4249823,30.1092042
PFX,PRI,Mager Primary,Aluak-Luak,Yirol West,Lakes,6.4440329,30.0977274
GND,PRI,Agany Primary School,Aluak-Luak,Yirol West,Lakes,6.474305,30.1019667
UTZ,PRI,Makok Primary School,Aluak-Luak,Yirol West,Lakes,6.4734483,30.1327583
AXD,SEC,Aluak-Luak Secondary School,Aluak-Luak,Yirol West,Lakes,6.4751474,30.1021689
KTI,PRI,Kath-Athier Primary School,Anuol,Yirol West,Lakes,6.17121,30.2953033
LLD,PRI,Ilual Primary School,Anuol,Yirol West,Lakes,6.3027167,30.2622567
AUA,PRI,Angai Primary School,Anuol,Yirol West,Lakes,6.22798,30.5082717
MVD,PRI,Mageng Primary School,Anuol,Yirol West,Lakes,6.3237167,30.323615
NLB,PRI,Anuol Primary School,Anuol,Yirol West,Lakes,6.2584,30.3760033
RUT,PRI,Tirou Primary School,Anuol,Yirol West,Lakes,6.129295,30.2528083
XZJ,PRI,Machar-Piny Primary,Geer,Yirol West,Lakes,6.4593063,30.1635119
REE,PRI,Areer Primary School,Geer,Yirol West,Lakes,6.477583,30.565783
PLZ,PRI,Puletit Primary School,Geer,Yirol West,Lakes,6.47335,30.10309
DHZ,PRI,Dharai Primary,Geer,Yirol West,Lakes,6.5118933,30.0663017
CUB,PRI,Cum-Guer Primary School,Geer,Yirol West,Lakes,6.5146617,30.1169483
THE,PRI,Atheer Primary School,Geer,Yirol West,Lakes,6.4780817,30.1223617
TIC,PRI,Tiitrom Primary School,Geer,Yirol West,Lakes,6.4730872,30.1680506
PCO,PRI,Pandit Comboni Primary School,Geer,Yirol West,Lakes,6.5432283,30.1096433
TBP,PRI,Matbar Primary School,Geng-Geng,Yirol West,Lakes,6.3767183,30.678235
JRN,PRI,Jurnyiel Primary School,Geng-Geng,Yirol West,Lakes,6.3910128,30.6521914
KEK,PRI,Akekoi Primary School,Geng-Geng,Yirol West,Lakes,6.4736855,30.5875446
LOT,PRI,Lokiduai Hoth Primary,Geng-Geng,Yirol West,Lakes,6.666019,30.6816334
POO,PRI,Piircook Primary School,Geng-Geng,Yirol West,Lakes,6.4821683,30.6364767
PBR,PRI,Pabur Primary School,Geng-Geng,Yirol West,Lakes,6.4319917,30.602095
JIF,ALP,Mapuordit Alp,Mapuordit,Yirol West,Lakes,6.3406541,30.0718022
SNJ,ECD,St Daniel Nursery School,Mapuordit,Yirol West,Lakes,6.3413166,30.073881
PAX,PRI,Panamat Primary School,Mapuordit,Yirol West,Lakes,6.3347467,30.078785
CAP,PRI,Comboni Mapuordit Primary School,Mapuordit,Yirol West,Lakes,6.3386161,30.073005
LSG,PRI,Olsh Kathier Primary,Mapuordit,Yirol West,Lakes,6.3614533,30.0633611
MAT,PRI,Amatnhom Primary School,Mapuordit,Yirol West,Lakes,6.2644,30.1795667
GUR,PRI,Aguraan Primary,Mapuordit,Yirol West,Lakes,6.347625,30.1023317
MJZ,PRI,Majok Primary School,Mapuordit,Yirol West,Lakes,6.3688071,30.0888785
HCU,PRI,Hoor-Cung Community Primary School,Mapuordit,Yirol West,Lakes,6.2644417,30.1795133
NPN,PRI,Ngop Community Primary School,Mapuordit,Yirol West,Lakes,6.2654195,30.1800389
MPU,SEC,Comboni Secondary School,Mapuordit,Yirol West,Lakes,6.3405474,30.0711713
HLC,ALP,Holy Cross Alp Centre,Yirol Town,Yirol West,Lakes,6.5515288,30.4964216
SGZ,ECD,St. Mary Nursery,Yirol Town,Yirol West,Lakes,6.560695,30.5166017
YRU,ECD,Yirol Nursery School,Yirol Town,Yirol West,Lakes,6.567085,30.508885
OVO,ECD,St. Josephine Bakhita Nursery School,Yirol Town,Yirol West,Lakes,6.5513366,30.4993008
PQU,PRI,Panliet Primary School,Yirol Town,Yirol West,Lakes,6.6002132,30.5357828
HCY,PRI,Holy Cross Primary School Yirol,Yirol Town,Yirol West,Lakes,6.5476,30.4963983
YLY,PRI,Yirol Academy Primary,Yirol Town,Yirol West,Lakes,6.5542283,30.50761
XOX,PRI,Ecss St. Mathew Primary School,Yirol Town,Yirol West,Lakes,6.5606467,30.50575
PBY,PRI,Panekar Boys Primary School,Yirol Town,Yirol West,Lakes,6.586245,30.4884106
REL,PRI,Ramciel Complex (Basic) Primary School,Yirol Town,Yirol West,Lakes,6.55362,30.505985
YRO,PRI,Yirol Boys Primary School,Yirol Town,Yirol West,Lakes,6.5616529,30.5028997
SMJ,PRI,St.Mary Primary,Yirol Town,Yirol West,Lakes,6.5615696,30.5172945
KDP,PRI,Kadula Primary School,Yirol Town,Yirol West,Lakes,6.5313733,30.5559512
STB,PRI,St. Daniel Comboni Primary,Yirol Town,Yirol West,Lakes,6.5502166,30.5028997
DHV,PRI,Dhieu Alam Primary School,Yirol Town,Yirol West,Lakes,6.54616,30.4897233
YRI,PRI,Yirol Girls Primary School,Yirol Town,Yirol West,Lakes,6.5671324,30.5089068
KWI,PRI,Kowic Primary School,Yirol Town,Yirol West,Lakes,6.6079933,30.430105
PNV,PRI,Panekar Girls Primary School,Yirol Town,Yirol West,Lakes,6.5854683,30.4862467
JPI,SEC,Panekar Secondary School,Yirol Town,Yirol West,Lakes,6.56824,30.5129283
DGH,SEC,Good Hope Secondary,Yirol Town,Yirol West,Lakes,6.5434367,30.5060567
DAL,SEC,Dhieu Alam Secondary School,Yirol Town,Yirol West,Lakes,6.54679,30.48966
SWF,SEC,St.Mary Secondary,Yirol Town,Yirol West,Lakes,6.561015,30.5167617
UMP,PRI,Umora Upper Primary School,Achana,Aweil Centre,Northern Bahr el Ghazal,9.04765,26.5665
ABR,PRI,Abuba Primary School,Achana,Aweil Centre,Northern Bahr el Ghazal,8.90055,26.643467
LVS,PRI,Long - Wurukec Community School,Aroyo,Aweil Centre,Northern Bahr el Ghazal,8.6135167,27.0473399
HVI,PRI,Hope Vision Primary School,Aroyo,Aweil Centre,Northern Bahr el Ghazal,8.6710108,26.8664933
RYO,PRI,Aroyo Primary School,Aroyo,Aweil Centre,Northern Bahr el Ghazal,8.6707108,26.866492
DNQ,PRI,Dongabal Primary School,Aroyo,Aweil Centre,Northern Bahr el Ghazal,8.6621452,27.190623
UKP,PRI,Umany Kuwang Primary School,Aroyo,Aweil Centre,Northern Bahr el Ghazal,8.6335972,26.894708
AUI,PRI,Auluic Primary School,Awiil,Aweil Centre,Northern Bahr el Ghazal,8.8418953,27.4218615
KKT,PRI,Kuom Kat Primary,Awiil,Aweil Centre,Northern Bahr el Ghazal,8.7199735,27.4141811
MUT,PRI,Amuthic Primary School,Awiil,Aweil Centre,Northern Bahr el Ghazal,8.7638948,27.4451176
AWO,PRI,Awoda Upper Primary School,Awoda,Aweil Centre,Northern Bahr el Ghazal,8.0641749,26.8465775
NMN,PRI,Moni Primary School,Awoda,Aweil Centre,Northern Bahr el Ghazal,8.0843507,26.8472064
ACD,ALP,Alok Alp Centre,Barmayen,Aweil Centre,Northern Bahr el Ghazal,8.4423316,27.5297226
CNR,PRI,Cornerstone Primary School,Barmayen,Aweil Centre,Northern Bahr el Ghazal,8.7616593,27.3692238
MAF,PRI,Malual Primary School,Barmayen,Aweil Centre,Northern Bahr el Ghazal,8.479744,27.6559137
APK,PRI,Alok Primary School,Barmayen,Aweil Centre,Northern Bahr el Ghazal,8.442317,27.5300167
DOK,PRI,Domenok Primary School,Barmayen,Aweil Centre,Northern Bahr el Ghazal,8.4296904,27.6526518
YRW,PRI,Uyourwiny Primary School,Barmayen,Aweil Centre,Northern Bahr el Ghazal,8.4158733,27.5200865
GER,PRI,Gotater Primary School,Barmayen,Aweil Centre,Northern Bahr el Ghazal,8.4061921,27.5613108
WRB,PRI,War Aheer Primary School,Barmayen,Aweil Centre,Northern Bahr el Ghazal,8.523622,27.5200204
UKB,PRI,Ulen Kobo Primary School,Barmayen,Aweil Centre,Northern Bahr el Ghazal,8.7430024,27.3659678
AAT,PRI,Alok Girls Academy Primary School,Barmayen,Aweil Centre,Northern Bahr el Ghazal,8.7623037,27.3763919
ALW,PRI,Maluil Akot Primary School,Barmayen,Aweil Centre,Northern Bahr el Ghazal,8.5302659,27.7762069
TOU,PRI,Taijouk Primary School,Barmayen,Aweil Centre,Northern Bahr el Ghazal,8.4081384,27.7303665
PJA,PRI,Pan Jap Primary School,Barmayen,Aweil Centre,Northern Bahr el Ghazal,8.5988,27.491133
NVY,PRI,Nyigara Primary School,Barmayen,Aweil Centre,Northern Bahr el Ghazal,8.4834026,27.4752284
BRG,PRI,Bar-Mayen Primary School,Barmayen,Aweil Centre,Northern Bahr el Ghazal,8.3604234,27.6102683
MMA,PRI,Emmanuel Primary School,Barmayen,Aweil Centre,Northern Bahr el Ghazal,8.4528415,27.757433
KBC,PRI,Kabat Primary School,Barmayen,Aweil Centre,Northern Bahr el Ghazal,8.3207908,27.5696582
BKI,PRI,Bar Kueli Primary School,Barmayen,Aweil Centre,Northern Bahr el Ghazal,8.4277167,27.5915764
UMJ,PRI,Umath Jien Primary School,Barmayen,Aweil Centre,Northern Bahr el Ghazal,8.5287547,27.5561421
DRT,PRI,Dr. John Garang Memorial Primary School,Chel South,Aweil Centre,Northern Bahr el Ghazal,8.6901,26.846832
AKL,PRI,Makuach Lower Primary School,Chel South,Aweil Centre,Northern Bahr el Ghazal,8.892267,26.92415
KUA,PRI,Akuang-Kar Primary School,Chel South,Aweil Centre,Northern Bahr el Ghazal,8.803083,26.866632
MBP,PRI,Mabok-Akot Basic School,Chel South,Aweil Centre,Northern Bahr el Ghazal,8.6232745,26.943584
MMY,PRI,Makuac Amoyhou Primary,Chel South,Aweil Centre,Northern Bahr el Ghazal,8.952167,26.863216
MPX,PRI,Maluil Primary School,Mariem East,Aweil Centre,Northern Bahr el Ghazal,8.8174361,27.3103202
WSS,PRI,Rumtit Primary School,Mariem East,Aweil Centre,Northern Bahr el Ghazal,8.7788341,27.2847076
LOU,PRI,Lol Kou Primary School,Mariem East,Aweil Centre,Northern Bahr el Ghazal,8.8749289,27.3592099
MLW,PRI,Magar Lower Primary School,Mariem East,Aweil Centre,Northern Bahr el Ghazal,8.905126,27.3716899
RLF,PRI,Rual-Ngol Primary School,Mariem East,Aweil Centre,Northern Bahr el Ghazal,8.8677357,27.3866414
YTA,ALP,Yith Aluk Aes School,Nyalath,Aweil Centre,Northern Bahr el Ghazal,8.7663569,27.3606524
SGM,ALP,St Daniel Comboni Aes School,Nyalath,Aweil Centre,Northern Bahr el Ghazal,8.7541083,27.3668629
NQL,ALP,Maper East Aes School,Nyalath,Aweil Centre,Northern Bahr el Ghazal,8.7554821,27.373049
DCM,PRI,Medic Lower Primary School,Nyalath,Aweil Centre,Northern Bahr el Ghazal,8.6293493,27.4171084
RPP,PRI,Rum Paleu Primary School,Nyalath,Aweil Centre,Northern Bahr el Ghazal,8.7941598,27.3520929
NYL,PRI,Nyalath Primary School,Nyalath,Aweil Centre,Northern Bahr el Ghazal,8.7124121,27.2842927
SMH,PRI,Standard Model Academy,Nyalath,Aweil Centre,Northern Bahr el Ghazal,8.7519624,27.3756345
SOV,PRI,St.Charles Primary School,Nyalath,Aweil Centre,Northern Bahr el Ghazal,8.7261333,27.3524255
SVV,PRI,St. Mary Primary School,Nyalath,Aweil Centre,Northern Bahr el Ghazal,8.7076767,27.2801991
ZZZ,PRI,Udhaba Primary School,Nyalath,Aweil Centre,Northern Bahr el Ghazal,8.7256511,27.3309122
NRX,PRI,Ngek Rot Primary School,Nyalath,Aweil Centre,Northern Bahr el Ghazal,8.731323,27.2900147
HMP,PRI,Hai Matar Primary School,Nyalath,Aweil Centre,Northern Bahr el Ghazal,8.043935,26.8655585
PAD,PRI,Apada Upper Primary School,Nyalath,Aweil Centre,Northern Bahr el Ghazal,8.7228853,27.3490251
PAL,PRI,Pan-Ameth Primary School,Nyalath,Aweil Centre,Northern Bahr el Ghazal,8.7409597,27.3848504
ACY,PRI,Malong Awan Foundation Academy,Nyalath,Aweil Centre,Northern Bahr el Ghazal,8.7782328,27.3904336
CVI,SEC,Cornerstone Vision Academy,Nyalath,Aweil Centre,Northern Bahr el Ghazal,8.7622349,27.3761724
PKV,SEC,Progressive Secondary School,Nyalath,Aweil Centre,Northern Bahr el Ghazal,8.7565561,27.3677857
LAQ,PRI,Lol Akuei Primary School,Baac,Aweil East,Northern Bahr el Ghazal,8.7993112,27.6377288
MJI,PRI,Majak-Akoon Basic School,Baac,Aweil East,Northern Bahr el Ghazal,8.993245,27.589298
WRF,PRI,War-Agany Primary School.,Baac,Aweil East,Northern Bahr el Ghazal,9.439129,27.4809567
MAD,PRI,Lol Mading Primary School,Baac,Aweil East,Northern Bahr el Ghazal,9.1274575,27.5858588
ADH,PRI,Mayen Adhot Primary,Baac,Aweil East,Northern Bahr el Ghazal,8.8792291,27.6061824
UPS,PRI,Uyoon Primary School,Baac,Aweil East,Northern Bahr el Ghazal,8.9399418,27.5937773
MXR,PRI,Majok-Dut Primary School,Baac,Aweil East,Northern Bahr el Ghazal,9.1474995,27.6565986
MEX,PRI,Malual Kon Primary School,Baac,Aweil East,Northern Bahr el Ghazal,9.0075626,27.6285214
RLS,PRI,Rulnyin Basic School,Baac,Aweil East,Northern Bahr el Ghazal,9.2515281,27.543705
YKC,PRI,Rumyol Primary School,Baac,Aweil East,Northern Bahr el Ghazal,9.2452106,27.5011397
MRT,PRI,Mareng Teng Primary School,Baac,Aweil East,Northern Bahr el Ghazal,9.361936,27.4705804
NGD,PRI,Angot Primary School,Baac,Aweil East,Northern Bahr el Ghazal,9.510846,27.5838939
MBG,PRI,Mabior Angony Upper Primary School,Baac,Aweil East,Northern Bahr el Ghazal,9.0837534,27.5835165
MNC,PRI,Man-Awan Primary School,Baac,Aweil East,Northern Bahr el Ghazal,9.0321935,27.6816033
GRK,PRI,Gordhim Comboni Primary School,Baac,Aweil East,Northern Bahr el Ghazal,8.987983,27.59305
MLI,PRI,Malek Bol Akon Primary School.,Baac,Aweil East,Northern Bahr el Ghazal,9.3363019,27.5215131
BCB,PRI,Baac Primary School,Baac,Aweil East,Northern Bahr el Ghazal,9.2040694,27.563995
GHA,PRI,Aguath Primary School,Baac,Aweil East,Northern Bahr el Ghazal,9.0851187,27.6011568
MQG,PRI,Maluil Agurpiny Primary,Baac,Aweil East,Northern Bahr el Ghazal,9.1943202,27.657543
MKW,PRI,Makuac Primary School,Baac,Aweil East,Northern Bahr el Ghazal,8.7462777,27.3669753
MIN,PRI,Marial Ding Primary,Baac,Aweil East,Northern Bahr el Ghazal,9.1895215,27.7811159
RMM,PRI,Rum-Aker Primary School,Baac,Aweil East,Northern Bahr el Ghazal,9.5873531,27.3976705
MGR,PRI,Makuac Girls Primary School,Baac,Aweil East,Northern Bahr el Ghazal,8.959663,27.5848467
WRS,PRI,Warbek Primary School,Baac,Aweil East,Northern Bahr el Ghazal,9.2930632,27.5339956
SCO,PRI,St Daniel Comboni Primary School,Baac,Aweil East,Northern Bahr el Ghazal,8.9898384,27.5935724
SSY,SEC,St Paul Secondary,Baac,Aweil East,Northern Bahr el Ghazal,8.746285,27.36699
BDX,SEC,Baac Secondary School,Baac,Aweil East,Northern Bahr el Ghazal,9.2039068,27.5637882
SOM,SEC,St Daniel Comboni Secondary School,Baac,Aweil East,Northern Bahr el Ghazal,8.9901118,27.5940493
WRC,PRI,War Baai Primary School,Dokul,Aweil East,Northern Bahr el Ghazal,9.3717648,27.6520284
WAP,PRI,War Apac Primary School,Dokul,Aweil East,Northern Bahr el Ghazal,9.6301255,27.7381024
DUL,PRI,Madul - Wol Primary Scholl,Dokul,Aweil East,Northern Bahr el Ghazal,8.902174,27.6621666
JEP,PRI,Ajiep Primary School,Dokul,Aweil East,Northern Bahr el Ghazal,9.2539655,27.6505674
PGB,PRI,Pagai Primary School,Dokul,Aweil East,Northern Bahr el Ghazal,8.9561651,27.6654077
KOB,PRI,Kar-Agoc Community Primary School,Dokul,Aweil East,Northern Bahr el Ghazal,8.9301182,27.643772
MXD,PRI,Manyiel Primary School,Dokul,Aweil East,Northern Bahr el Ghazal,8.9412925,27.5020807
DKL,PRI,Dokul Primary School,Dokul,Aweil East,Northern Bahr el Ghazal,9.0179076,27.6510885
KDY,PRI,Kuany-Dhuor Basic School,Dokul,Aweil East,Northern Bahr el Ghazal,9.3282888,27.6567785
WRG,PRI,War-Ayen Primary School.,Dokul,Aweil East,Northern Bahr el Ghazal,9.6561126,27.750422
RLB,PRI,Rial-Dit Ajoung Primary School,Mabok Tong,Aweil East,Northern Bahr el Ghazal,9.350899,27.7716287
DHC,PRI,Dhiak Primary School,Mabok Tong,Aweil East,Northern Bahr el Ghazal,8.9215535,27.7022544
GHU,PRI,Guordhuec Primary School,Mabok Tong,Aweil East,Northern Bahr el Ghazal,9.3102678,27.7687184
RAK,PRI,Ariakriak Primary School.,Mabok Tong,Aweil East,Northern Bahr el Ghazal,8.8527814,27.7183082
PIO,PRI,Mayom Pioldit Primary School,Mabok Tong,Aweil East,Northern Bahr el Ghazal,9.286628,27.7715864
DNB,PRI,Dang Primary School,Mabok Tong,Aweil East,Northern Bahr el Ghazal,8.8027044,27.7313425
MBM,PRI,Mabok Tong Primary School,Mabok Tong,Aweil East,Northern Bahr el Ghazal,8.9787101,27.7123783
TRD,PRI,Tar-Weng Primary School,Mabok Tong,Aweil East,Northern Bahr el Ghazal,9.1136793,26.9898236
ADT,PRI,Atuet Dit Primary,Mabok Tong,Aweil East,Northern Bahr el Ghazal,8.9842484,27.7288407
JCT,PRI,Rumjok Primary School,Mabok Tong,Aweil East,Northern Bahr el Ghazal,8.9047799,27.721958
MPD,PRI,Maper Ping Dong Primary School,Madhol,Aweil East,Northern Bahr el Ghazal,9.1933452,27.47908
